城市,职位名称,职位描述,薪资,经验,学历,标签,更新时间,职位链接,公司名称,公司地址,成立日期,简介,,,,,,,,,,,,
上海,「Golang开发工程师招聘」_bilibili招聘-BOSS直聘,## 职责描述* 负责 bilibili 视频云点/直播调度支持平台的研发工作。* 和团队一起持续优化私有云架构，提升系统性能。## 职位要求1. 拥有强烈的团队精神，良好的沟通能力，主动承担责任。2. 熟悉 golang 开发，或者愿意转向 golang 开发。3. 熟悉 MySQL、redis 知道如何调优提升系统性能。4. 熟悉工作所需常用技术：HTTP、TCP/IP、Linux、消息队列、微服务架构、安全隐私、API 设计规范等。5. 永远保持进取，不断学习，和团队一起成长。6. 本科以上学历，有2年以上开发经验。## 加分项* 有高并发经验。* 会 Vue 前端开发。* 熟悉 Docker，熟悉 OpenResty 有 CDN 开发经验。* 有运维相关经验。,20-40K·14薪,3-5年,本科,"Golang,Linux,数据库",2020/6/26,https://www.zhipin.com/job_detail/1f64370f8d66e26a1HF-39S9GVo~.html,上海哔哩哔哩科技有限公司,上海杨浦区国正中心,2016/12/30,哔哩哔哩（bilibili）是中国领先的年轻人文化社区，该网站于2009年6月26日创建，被粉丝们亲切的称为“B站”。 根据数据公司QuestMobile发布的《移动互联网2017年Q2夏季报告》，B站位列24岁及以下年轻用户偏爱的十大APP榜首。同时，在百度发布的2016热,,,,,,,,,,,,
上海,「Golang开发工程师招聘」_腾讯招聘-BOSS直聘,负责游戏官方网站建设的各类应用的开发、运营；负责在线活动、营销系统的开发、运营；负责营销相关平台的开发；负责营销基础库、公共支撑方向的建设。工作要求：本科以上学历，计算机软件或相关专业；3年以上开发工作经验；软件知识结构全面，基础扎实，精通常用数据结构与算法；熟悉linux、UNIX等操作系统，了解Shell，能熟练使用Unix类系统下的Golang或C、C++进行编程；熟悉MYSQL或其他大型数据库，能够快速根据需求完成高性能数据库设计，熟悉面向对象的开发方法，有网络系统的开发经验；熟悉HTML/JS等技术，具有互联网Web业务开发经验；高度的责任心、良好的沟通技巧和团队合作精神，正直进取，有上进心，热爱开发事业。,20-40K·14薪,3-5年,本科,"Golang,Linux,数据库",2020/6/27,https://www.zhipin.com/job_detail/dce89728068ad4111Xd42dS4EVU~.html,腾讯科技（上海）有限公司,上海市 徐汇区 漕河泾 虹梅路1801号C楼腾讯大厦,2008/7/23,*（有兴趣的同学可以直接发送简历提高效率，看到即回复）腾讯以技术丰富互联网用户的生活。通过通信及社交平台微信和 QQ 促进用户联系，并助其连接数字内容和生活服务，尽在弹指间。通过高效广告平台，协助品牌和市场营销者触达数以亿计的中国消费者。通过金融科技及企业服务，促进合作伙伴业务发展，助力实,,,,,,,,,,,,
上海,「Golang开发工程师招聘」_依图招聘-BOSS直聘,使用golang设计开发k8s相关,25-40K·15薪,3-5年,本科,"Go,kubernetes",2020/5/29,https://www.zhipin.com/job_detail/1cbe75d3d4821fbf0XN83tm9E1Q~.html,上海依图网络科技有限公司,上海长宁区金虹桥国际中心,2012/9/29,依图科技是全球极少数拥有全栈人工智能核心自研技术的创新企业，在计算机视觉、语音识别、语义理解、智能决策、AI芯片等领域都达到全球领先水平。 依图研发的完全自主可控的AI芯片，在计算性能、成本、能耗、空间等方面遥遥领先于国内外芯片产品。依图科技是全球唯一企业连续三年获得美国国家标准技术局,,,,,,,,,,,,
上海,「Golang服务端工程师招聘」_bilibili招聘-BOSS直聘,"工作职责：	负责Bilibili直播服务端核心系统的设计及研发工作。技术要求：	1、一年以上Golang开发经验，熟悉Golang语言及相关开发工具	2、熟练掌握Golang常用框架，深入了解框架提供的特性及其实现原理细节；	3、具备良好的基本功，熟练使用基本的数据结构和算法，深入理解多线程、Socket等相关技术；	4、熟悉互联网行业主流分布式系统设计，了解分布式存储/缓存/数据库等基础系统的核心架构及原理	5、有大规模分布式系统的设计和开发经验，能独立完成系统的设计及开发，并能持续对系统架构进行改造和优化。	6、熟悉Internet常用协议，如HTTP、TCPIP、熟悉RESTful规范；	7、熟悉分布式系统，熟练掌握一种以上服务框架和消息中间件，了解其实现原理；	8、有良好的学习能力，沟通能力，上进心和团队协作能力；加分项：	优秀开源项目源代码贡献者优先。团队介绍：	1、Bilibili直播技术部，负责B站直播的所有服务端研发。	2、致力于发展高可用，高并发，易扩展的服务端架构。	3、擅长业务？我们有各种业务线支持你去成长。	4、痴迷于技术？高并发优化/docker/分布式部署/QPS 50w？100W？ 这里是证明和提升你硬实力的绝佳选择。	5、是萌新？没关系，专门的培养计划和导师的带领，会让你快速成为理想中的自己。	6、同优秀的人共事，有一帮不同背景的工程师大牛，可以相互学习最快成长。	7、环境优化，氛围融洽，这里有二次元小姐姐以及。。。",15-25K,1-3年,本科,"Go,PHP,后端开发,软件工程师",2020/6/27,https://www.zhipin.com/job_detail/954877de9fd4e54e0n192Ni_E1s~.html,上海哔哩哔哩科技有限公司,上海杨浦区国正中心,2016/12/30,哔哩哔哩（bilibili）是中国领先的年轻人文化社区，该网站于2009年6月26日创建，被粉丝们亲切的称为“B站”。 根据数据公司QuestMobile发布的《移动互联网2017年Q2夏季报告》，B站位列24岁及以下年轻用户偏爱的十大APP榜首。同时，在百度发布的2016热,,,,,,,,,,,,
上海,「Golang开发工程师招聘」_中通吉网络技术招聘-BOSS直聘,"岗位职责:岗位职责：1. 负责项目后端系统的研发和维护工作；2、分析业务需求，撰写技术方案和系统设计； 3、对现有系统进行改进和优化。 岗位要求：1. 本科及以上学历，计算机相关专业；3年以上Golang开发工作经验；5年以上后端开发经验。2. 掌握Golang 以及相关工具集、数据结构 & 算法；3. 熟悉 MySql、Redis、MongoDB等数据库，熟悉常用数据结构和算法优先；4. 有大型项目开发经验，系统调优经验者优先, 有高并发分布式系统开发经验优先;5. 有较强的团队合作精神，责任感强，主动性强.",25-35K,3-5年,本科,"Golang,GO,后端开发",2020/6/24,https://www.zhipin.com/job_detail/f1d8b05239fbc71f0nZy3tW1F1o~.html,上海中通吉网络技术有限公司,上海市  闵行区 虹桥万科中心8号楼 301,2015/7/22,中通快递创建于2002年5月8日，是一家集快递、物流、电商、印务于一体的大型集团公司，注册商标“中通®”、“zto®”。 2016年10月27日，中通快递成功登陆美国纽约证券交易所，创当年美国证券市场最大IPO，也是继阿里巴巴2014,,,,,,,,,,,,
上海,「Golang开发工程师招聘」_bilibili招聘-BOSS直聘,"计算机或相关专业学历，有2年以上互联网后端开发经验； 熟悉Go/PHP等至少一门语言，有Go开发经验者优先； 熟悉linux操作系统，具有较好的系统瓶颈发现、解决能力； 熟练掌握NoSQL，有千万量级及以上数据量的数据库设计能力； 对设计模式、网络编程、并发编程熟悉，具备后端服务视野优先； 具备很强的逻辑思维能力,有较好的算法基础者优先； 具备良好的设计和文字表达能力，能独立完成设计文档的撰写； 团队合作能力，良好的沟通能力与口头、书面表达能力，严谨的工作态度与高质量意识，良好的抗压能力",15-25K,1-3年,学历不限,"Golang,后端开发",2020/6/24,https://www.zhipin.com/job_detail/2c217164dbd079400nd-2dy7F1Y~.html,上海哔哩哔哩科技有限公司,上海杨浦区国正中心3号楼11楼,2016/12/30,哔哩哔哩（bilibili）是中国领先的年轻人文化社区，该网站于2009年6月26日创建，被粉丝们亲切的称为“B站”。 根据数据公司QuestMobile发布的《移动互联网2017年Q2夏季报告》，B站位列24岁及以下年轻用户偏爱的十大APP榜首。同时，在百度发布的2016热,,,,,,,,,,,,
上海,「高级Golang开发招聘」_晓信招聘-BOSS直聘,"我们的优势1、全栈Go语言开发高可用、 高并发（700万日活）的后端组件、服务，实现你的高并发梦；2、服务微服务化，全部上k8s且一键部署，减轻你的部署烦恼；3、公共仓库，可以看到所有的Go代码，满足你的求知欲；4、定期技术分享，可换岗学习，让你距离大牛越来越近；任职要求:1、大学本科以上学历计算机相关专业；2、一年以上Go语言开发经验；3、熟练掌握MySQL、mongodb、Redis,熟悉Linux者优先；4、熟练掌握常用数据结构和算法；5、熟悉Socket和多线程编程；6、具有良好的抽象设计能力，思路清晰，善于思考，能独立分析和解决问题，责任心强，具备良好的团队合作精神和承受压力的能力；7、学习能力强，能够无障碍阅读英文技术文档。欢迎应届生投递！技术团队100人+后端30人+",15-25K·13薪,经验不限,本科,Go,2020/6/24,https://www.zhipin.com/job_detail/5d179a8c7ebbec2e0Hd_39S6EFA~.html,上海晓信信息科技有限公司,上海市 杨浦区 天盛广场 C座6楼,2015/4/9,晓黑板是基于青少年的成长规律、根据老师与家长的需求定制的一款专业、科学、现代化的家校沟通与家校管理工具。截止2020年2月，晓黑板在全国覆盖了11万多所学校，有200余万教师和4000余万家庭正在使用晓黑板。晓黑板由上海晓信信息科技有限公司出品，公司成立于2015年，深耕中国K12基础教育领域的互,,,,,,,,,,,,
上海,「Golang服务端开发工程师招聘」_沪江招聘-BOSS直聘,工作职责：1、参与沪江资源编排基于Kubernetes的研发和系统构架设计；2、参与CC服务器系统的功能、性能和架构的分析与优化；3、参与devops团队的内部云平台设计。任职资格：1、2年以上golang开发经验，3年以上Linux环境开发经验，熟悉Linux操作系统和常用开发调试工具；2、精通网络编程，多线程编程，进程间通信等技术 ；3.、熟悉分布式系统的设计和应用，熟悉分布式、缓存、消息等机制；能对分布式常用技术进行合理应用，解决问题；4、主导/参与过 SaaS、PaaS等系统设计开发。（加分项）5、脚踏实地；责任心强；良好沟通；有大局观；能承受工作压力。,15-25K,3-5年,本科,"后端开发,系统架构,Golang",2020/5/29,https://www.zhipin.com/job_detail/66416edabe36cafa1Xx_2di0FlU~.html,沪江教育科技（上海）股份有限公司,上海浦东新区浦软大厦,2009/3/12,沪江是专业的互联网学习平台，致力于为用户提供便捷、优质的全方位网络学习产品和服务。目前，沪江旗下设有四大业务体系，包括学习资讯、学习工具、社群学习平台、优质课程平台，其中涵盖了语言、留学、升学、职场兴趣等丰富的内容。近年来，沪江大力扶持互联网教育创业团队，积极打造在线教育生态圈，实现产业共赢。同时，,,,,,,,,,,,,
上海,「Golang服务器游戏主程招聘」_边锋招聘-BOSS直聘,职位描述:负责实时游戏服务器架构研发，业务逻辑编写；与前端、产品协同推进开发游戏功能；职位要求:精通实时游戏服务器架构原理；熟悉线程进程模型，多线程编程原理；熟悉计算机原理，有扎实的数据结构和算法基础；熟悉linux系统及其原理，熟悉TCP/IP、HTTP协议以及网络编程；精通Go/C/C++/PHP/Python等至少一门语言，有Go开发经验者优先；深入理解linux系统及其原理，熟悉TCP/IP、HTTP协议以及网络编程；熟悉常用的sql、nosql数据库原理，阅读和理解优秀的开源系统代码；有强烈的责任心、沟通能力强、有较强的团队合作意识，具备良好的独立思考能力;,20-40K,5-10年,本科,"后端开发,游戏开发,C/C++",2020/5/29,https://www.zhipin.com/job_detail/8262e24735104ca503V529q_FVs~.html,杭州边锋网络技术有限公司,上海市 徐汇区 漕河泾,2004/3/29,边锋，一家有着二十年经验的年轻互联网游戏公司    时间是伟大的见证者。经过20年的创新发展，杭州边锋网络技术有限公司（以下简称“边锋网络”）已经成为国内领先的休闲游戏开发商、运营商和发行商。2013年浙数文化斥资32亿收购边锋网络，现为浙数文化旗下全资子公司。    2,,,,,,,,,,,,
上海,「Golang资深开发工程师招聘」_哈啰出行招聘-BOSS直聘,1. 2年以上Golang开发经验;2. 熟练掌握goroutine，channel，io，http等模块；3. 计算机理论基础扎实，深入理解操作系统原理、TCP/IP等工作原理4. 有分布式，高并发系统开发经验优先；5. 有接触网关、rpc等中间件开发经验的优先6. 了解pgsql，redis，kafka等中间件工作原理，并能熟练使用，若有相关调优经验的优先7. 学习能力强，适应能力好，具备一定抗压能力,20-40K,5-10年,学历不限,"GO,Golang,中间件",2020/5/29,https://www.zhipin.com/job_detail/8532fa7e49b33a701Hx-29u0ElY~.html,上海钧正网络科技有限公司,上海闵行区西子国际中心1号楼5楼,2016/3/4,哈啰出行是专业的移动出行平台，旗下包括哈啰单车、哈啰助力车、哈啰电动车、哈啰景区车、哈啰换电、哈啰打车、哈啰顺风车、哈啰共享汽车等产品。公司秉持“用科技推动出行进化”的企业使命，坚持“绿色低碳.共享出行”的服务理念，为广大用户提供覆盖短、中、长距离的便,,,,,,,,,,,,
上海,「Golang工程师(不限语言)招聘」_边锋招聘-BOSS直聘,职位描述:负责实时游戏服务器架构研发，业务逻辑编写；与前端、产品协同推进开发游戏功能；职位要求:精通实时游戏服务器架构原理；熟悉线程进程模型，多线程编程原理；熟悉计算机原理，有扎实的数据结构和算法基础；熟悉linux系统及其原理，熟悉TCP/IP、HTTP协议以及网络编程；精通Go/C/C++/PHP/Python等至少一门语言，有Go开发经验者优先；深入理解linux系统及其原理，熟悉TCP/IP、HTTP协议以及网络编程；熟悉常用的sql、nosql数据库原理，阅读和理解优秀的开源系统代码；有强烈的责任心、沟通能力强、有较强的团队合作意识，具备良好的独立思考能力;,18-36K,3-5年,学历不限,"Golang,后端开发,PHP",2020/5/29,https://www.zhipin.com/job_detail/7ae43402831e21141Xx73Ni8EVM~.html,杭州边锋网络技术有限公司,上海市 徐汇区 漕河泾,2004/3/29,边锋，一家有着二十年经验的年轻互联网游戏公司    时间是伟大的见证者。经过20年的创新发展，杭州边锋网络技术有限公司（以下简称“边锋网络”）已经成为国内领先的休闲游戏开发商、运营商和发行商。2013年浙数文化斥资32亿收购边锋网络，现为浙数文化旗下全资子公司。    2,,,,,,,,,,,,
上海,「golang服务器主程招聘」_趣加游戏招聘-BOSS直聘,"岗位职责：1）负责实现游戏服务器端架构总体设计、模块划分、数据库设计等；2）配合客户端开发组，完成服务器端接口设计和功能实现，维护服务器，确保高可用性3）负责服务器性能的调试和优化；4）负责游戏辅助工具的开发。岗位要求：1）具有5年及以上网络游戏开发工作经验,2年以上Go语言开发经验2）精通MongoDB/MySql,Redis/Memcache；3）具有分布式、高负载、高并发的系统设计和开发经验4）熟悉常见的缓存服务、NoSQL存储系统、消息队列组件5）精通go，python，c++，java等任意一种或多种语言 （游戏行业）； 6）精通Linux环境，熟悉数据结构与算法、Socket编程、多线程编程，Docker/K8S等容器技术等；",25-45K,5-10年,本科,"Go,C++,Python,Java",2020/6/24,https://www.zhipin.com/job_detail/35b9b40039d562270HF-29W_FVQ~.html,点点互动（北京）科技有限公司,上海市 徐汇区 锦和中心,2010/8/10,Century Game 公司主要开发热门家庭农场系列游戏，并以发行游戏厂商 KingsGroup 旗下的《阿瓦隆之王》 （King of Avalon）和《火枪纪元》（Guns of Glory）等代表作品而名声大噪。凭借八年的全球发行经验，Century Game 公司能够通过战略并购、工作室投,,,,,,,,,,,,
上海,「资深Golang开发工程师招聘」_bilibili招聘-BOSS直聘,工作职责：1、账号相关业务后端开发；2、参与技术研究和创新，推动技术迭代进步；职位要求：1、统招本科以上学历，计算机相关专业，良好的编程习惯，良好的沟通交流能力，较强的学习以及实践能力，能够接受工作压力；2、有较强的问题分析和解决能力，热衷技术，精益求精；3、熟练掌握常用的算法和数据结构；4、熟练使用 Go/Java语言，最好有 3 年以上的工程开发经验；5、熟练使用关系数据库 MySQL 以及常见的缓存服务 Redis，消息队列等；6、有高负载，高并发开发，分布式存储系统设计经验优先；,20-40K,3-5年,本科,"Go,分布式技术,后端开发,Java",2020/6/25,https://www.zhipin.com/job_detail/d89dd61097dd52970HR-2ty5E1s~.html,上海哔哩哔哩科技有限公司,上海市 杨浦区 BILIBILI公司,2016/12/30,哔哩哔哩（bilibili）是中国领先的年轻人文化社区，该网站于2009年6月26日创建，被粉丝们亲切的称为“B站”。 根据数据公司QuestMobile发布的《移动互联网2017年Q2夏季报告》，B站位列24岁及以下年轻用户偏爱的十大APP榜首。同时，在百度发布的2016热,,,,,,,,,,,,
上海,「运营开发工程师Golang招聘」_腾讯招聘-BOSS直聘,岗位职责:负责游戏官方网站建设的各类应用的开发、运营；负责游戏营销活动、营销系统的开发、运营；岗位要求:本科以上学历，计算机软件或相关专业；3年及以上开发工作经验；软件知识结构全面，基础扎实，精通常用数据结构与算法；熟悉linux、UNIX等操作系统，了解和熟悉PHP/GO/Shell；熟悉MYSQL或其他数据库，能够快速根据需求完成高性能数据库设计，熟悉面向对象的开发方法； 熟悉HTML/JS等技术，具有互联网Web业务开发经验；高度的责任心、良好的沟通技巧和团队合作精神，正直进取，有上进心，热爱开发。,15-30K,3-5年,本科,"Golang,MYSQL,JS",2020/5/29,https://www.zhipin.com/job_detail/ad51c8ac5a4cdbed1nx53tq4GFA~.html,腾讯科技（上海）有限公司,虹梅路1801号,2008/7/23,*（有兴趣的同学可以直接发送简历提高效率，看到即回复）腾讯以技术丰富互联网用户的生活。通过通信及社交平台微信和 QQ 促进用户联系，并助其连接数字内容和生活服务，尽在弹指间。通过高效广告平台，协助品牌和市场营销者触达数以亿计的中国消费者。通过金融科技及企业服务，促进合作伙伴业务发展，助力实,,,,,,,,,,,,
上海,「资深Golang开发工程师招聘」_bilibili招聘-BOSS直聘,工作职责：1、参与主站相关业务的微服务设计与开发。职位要求：1、五年及以上工作经验，计算机科学或相关专业，本科以上学历2、熟悉Go/Java/C/C++/Python/PHP等至少一种语言，有Go开发经验者优先3、熟悉Linux，熟悉常用数据库，缓存，消息队列等技术4、有较强的逻辑思维能力，拥有良好的代码习惯，结构清晰，命名规范5、有较强的沟通、团队合作能力，有强烈的责任心和良好的抗压能力,20-40K·15薪,5-10年,本科,"Go,软件工程师",2020/6/27,https://www.zhipin.com/job_detail/c1f7b234c21c7be30X1z39W6EVQ~.html,上海哔哩哔哩科技有限公司,上海市 杨浦区 国正中心,2016/12/30,哔哩哔哩（bilibili）是中国领先的年轻人文化社区，该网站于2009年6月26日创建，被粉丝们亲切的称为“B站”。 根据数据公司QuestMobile发布的《移动互联网2017年Q2夏季报告》，B站位列24岁及以下年轻用户偏爱的十大APP榜首。同时，在百度发布的2016热,,,,,,,,,,,,
上海,「Golang开发专家招聘」_哈啰出行招聘-BOSS直聘,golang技术专家1.开发和维护网关，数据同步、微服务等中间件2.参与需求调研分析，对业务技术部门进行支持3. 参与中间件、基础平台方案设计4.研究golang前沿技术，将技术转化应用1.精通golang开发2.深入理解分布式系统原理3.计算机理论基础扎实，例如操作系统原理、TCP/IP等4.学习能力强，适应能力好，抗压能力强5.有大型分布式，高并发，高负载，高可用性系统设计开发经验者优先；,20-40K,5-10年,大专,Golang,2020/5/29,https://www.zhipin.com/job_detail/9fda5ba2006e063d1HBy09-0GFs~.html,上海钧正网络科技有限公司,上海闵行区西子国际中心1号楼5楼,2016/3/4,哈啰出行是专业的移动出行平台，旗下包括哈啰单车、哈啰助力车、哈啰电动车、哈啰景区车、哈啰换电、哈啰打车、哈啰顺风车、哈啰共享汽车等产品。公司秉持“用科技推动出行进化”的企业使命，坚持“绿色低碳.共享出行”的服务理念，为广大用户提供覆盖短、中、长距离的便,,,,,,,,,,,,
上海,「Golang开发工程师招聘」_晓信招聘-BOSS直聘,"我们的优势：1、全栈Go语言开发高可用、 高并发（700万日活）的后端组件、服务，且日活以每年两倍以上的速度增长，加入我们一起打造千万级日活平台；2、全站微服务化，云端多k8s集群且一键部署，减轻你的部署烦恼；3、Mono repo，可以看到所有的Go代码，满足你的求知欲；4、定期技术分享，可换岗学习，所有知识经验全员共享。任职要求:1、大学本科以上学历计算机相关专业；2、一年以上Go语言开发经验；3、熟练掌握MySQL、mongodb、Redis,熟悉Linux者优先；4、熟练掌握常用数据结构和算法；5、熟悉Socket和多线程编程；6、具有良好的抽象设计能力，思路清晰，善于思考，能独立分析和解决问题，责任心强，具备良好的团队合作精神和承受压力的能力；7、学习能力强，能够无障碍阅读英文技术文档。技术团队100人+后端30人+",20-30K,1-3年,本科,"Linux,Golang,数据挖掘",2020/6/18,https://www.zhipin.com/job_detail/b2382c23db59579103J-39S1E1o~.html,上海晓信信息科技有限公司,上海市 杨浦区 天盛广场 C座6楼,2015/4/9,晓黑板是基于青少年的成长规律、根据老师与家长的需求定制的一款专业、科学、现代化的家校沟通与家校管理工具。截止2020年2月，晓黑板在全国覆盖了11万多所学校，有200余万教师和4000余万家庭正在使用晓黑板。晓黑板由上海晓信信息科技有限公司出品，公司成立于2015年，深耕中国K12基础教育领域的互,,,,,,,,,,,,
上海,「Golang开发工程师招聘」_脉芽招聘-BOSS直聘,职位描述1、参与增长投放系统研发工作，保障业务在高速发展过程中的架构稳定性和可扩展性2、负责项目后端系统的设计研发及架构优化，完成团队研发目标；3、沉淀业务中关键模块为通用的基础服务，建设清晰的数据处理系统；4、分析和深入发掘现有系统的不足，定位系统瓶颈，并且推进业务技术演进；任职要求1. 本科及以上学历，计算机相关专业；2年以上相关开发工作经验；2. 精通golang、java、c++等至少一种后端语言，有golang开发经验优先；3. 熟悉mysql、redis等应用开发，精通SQL调优和数据结构设计；4. 熟悉shell、python脚本语言；5. 有较强的团队合作精神，责任感强，主动性强；6. 有大型项目开发经验，系统调优经验者优先；7. 互联网广告/用户增长/结构化内容领域有经验者优先；8.有过今日头条/快手/广点通等平台程序化对接和投放经验优先；9. 直联 boss w-x    xkkd2019,15-30K·16薪,1-3年,本科,"Go,分布式技术,后端开发,大数据",2020/6/27,https://www.zhipin.com/job_detail/b47b3110767acebc0XV53NS0E1Q~.html,上海脉芽网络科技有限公司,上海浦东新区集创公园2幢,2018/7/19,上海脉芽网络科技有限公司是一家快速成长型移动互联网企业，主创团队来自“上海软件企业百强”之一，曾参与40余项产品开发/运营，且成功操盘月活用户达4亿规模的国民级产品，PC/APP/H5端运营经验丰富，科研实力雄厚。现有团队成员以90后为主，以工具和消费类产品为切入口，致力于为,,,,,,,,,,,,
上海,「高级Golang开发工程师招聘」_bilibili招聘-BOSS直聘,职位描述：职责描述：-负责bilibili直播高并发业务实现-负责服务端业务API设计、开发和实现-负责平台架构优化和性能调优，提升平台的可用性和可扩展性-进行相关产品的技术文档编写，方案设计任职要求：1.两年以上Golang语言为主的大中型软件开发经验；2.深入理解计算机原理，有扎实的数据结构和算法基础；3.熟悉TCP/IP、HTTP协议以及网络编程，熟悉Linux操作系统；4.熟悉Python/Perl/Shell脚本编程；5.熟悉常用的互联网技术，包括但不限于MySQL、NoSQL、RPC、MQ、缓存技术、微服务架构等；6.良好的编码和文档习惯，注重代码风格，熟悉各种设计模式和原则，能持续的关注和优化自己做的项目；7.善于学习新的知识，动手能力强，有进取心 良好的团队合作精神，严谨的工作态度与高质量意识，较强的沟通能力；8.具有分布式系统设计和开发经验者优先,20-40K,经验不限,本科,"Go,PHP,分布式技术,网络协议",2020/6/22,https://www.zhipin.com/job_detail/5eb96a304c6782db0XB53tu_FlE~.html,上海哔哩哔哩科技有限公司,上海杨浦区国正中心,2016/12/30,哔哩哔哩（bilibili）是中国领先的年轻人文化社区，该网站于2009年6月26日创建，被粉丝们亲切的称为“B站”。 根据数据公司QuestMobile发布的《移动互联网2017年Q2夏季报告》，B站位列24岁及以下年轻用户偏爱的十大APP榜首。同时，在百度发布的2016热,,,,,,,,,,,,
上海,「资深Golang开发工程师招聘」_bilibili招聘-BOSS直聘,工作职责：1、参与主导整个主站和移动端服务端的微服务开发。职位要求：1、三年以上工作经验，计算机软件或相关专业，本科以上学历；2、熟悉GO Web服务开发；3、了解PHP/Java/Python/Ruby/C/C++其中一种语言；4、了解jQuery/HTML前端开发技术；5、熟悉分布式、多线程及高性能的设计与编码及性能调优；6、熟悉memcached，redis中的其中一项缓存框架技术；7、拥有良好的代码习惯，结构清晰，命名规范，逻辑性强，代码冗余率低；8、具有MySQL索引优化、查询优化和存储优化经验方面的经验。要求随时随地贯彻最优化开发的思想；9、有很强的与业务人员的沟通能力，分析问题和解决问题的能力，有强烈的责任心，有强大的抗压能10、热爱开发工作，追求细节，团队合作意识良好；11、有互联网大型项目经验优先。,25-35K,经验不限,本科,"Go,分布式技术,后端开发",2020/5/29,https://www.zhipin.com/job_detail/0515407537ac63c70XZ-2d61EVI~.html,上海哔哩哔哩科技有限公司,上海杨浦区国正中心3号楼,2016/12/30,哔哩哔哩（bilibili）是中国领先的年轻人文化社区，该网站于2009年6月26日创建，被粉丝们亲切的称为“B站”。 根据数据公司QuestMobile发布的《移动互联网2017年Q2夏季报告》，B站位列24岁及以下年轻用户偏爱的十大APP榜首。同时，在百度发布的2016热,,,,,,,,,,,,
上海,「高级Golang招聘」_虎扑招聘-BOSS直聘,岗位职责：1.负责商品库核心相关项目的设计与开发；2.参与基础服务的架构设计和实现，协助解决各种技术问题。岗位要求：1.2年以上go开发经验，具备一定的需求分析和解决方案的制订能力；2.熟悉面向对象思想；具备良好的OOP思维，了解常见设计模式；3.熟悉Linux操作系统，熟悉sql/redis/kafka/elasticsearch等常用中间件。4.有较好的沟通能力，及分析和解决问题的意识/能力，具备良好的团队合作素养和个人素养,15-30K·16薪,3-5年,本科,Go,2020/5/31,https://www.zhipin.com/job_detail/ff60a2531d0869c50HZ92N6-GVA~.html,虎扑（上海）文化传播股份有限公司,上海市 杨浦区 互联宝地 C3座4层,2007/9/25,虎扑（上海）文化传播股份有限公司：国内领先的体育互联网平台和互联网文化领域的独角兽企业。秉持由用户创造、传播并消费内容的核心原则，绕“互联网趋势下的新竞技娱乐方式”和“消费升级下的新生活方式”两个版块，虎扑在整合营销、电子商务、体育经纪、海外资源拓展和,,,,,,,,,,,,
上海,「Golang开发工程师招聘」_晓信招聘-BOSS直聘,"我们的优势1、全栈Go语言开发高可用、 高并发（700万日活）的后端组件、服务，实现你的高并发梦；2、服务微服务化，全部上k8s且一键部署，减轻你的部署烦恼；3、公共仓库，可以看到所有的Go代码，满足你的求知欲；4、定期技术分享，可换岗学习，让你距离大牛越来越近；任职要求:1、大学本科以上学历计算机相关专业；2、一年以上Go语言开发经验；3、熟练掌握MySQL、mongodb、Redis,熟悉Linux者优先；4、熟练掌握常用数据结构和算法；5、熟悉Socket和多线程编程；6、具有良好的抽象设计能力，思路清晰，善于思考，能独立分析和解决问题，责任心强，具备良好的团队合作精神和承受压力的能力；7、学习能力强，能够无障碍阅读英文技术文档。欢迎应届生投递！技术团队100人+后端30人+",15-25K·13薪,1-3年,本科,"Golang,GO",2020/6/24,https://www.zhipin.com/job_detail/4a03ca0bb963ac9403J82Nm_GVs~.html,上海晓信信息科技有限公司,上海市 杨浦区 天盛广场 C座6楼,2015/4/9,晓黑板是基于青少年的成长规律、根据老师与家长的需求定制的一款专业、科学、现代化的家校沟通与家校管理工具。截止2020年2月，晓黑板在全国覆盖了11万多所学校，有200余万教师和4000余万家庭正在使用晓黑板。晓黑板由上海晓信信息科技有限公司出品，公司成立于2015年，深耕中国K12基础教育领域的互,,,,,,,,,,,,
上海,「Golang开发工程师招聘」_高顿教育集团招聘-BOSS直聘,岗位职责：承担学习平台后端 Restful API 与实时消息系统开发工作。岗位要求：1. 本科及以上学历，2年以上相关开发经验；2. 良好的事件驱动、异步、分布式程序设计能力；3. 熟悉常见的并发错误及修复方法，熟悉并发程序性能优化方法；4. 熟悉缓存和数据库，如 Redis、MySQL、LevelDB 等；5. 良好的代码习惯，流利书写英文开发文档。,23-45K·13薪,经验不限,本科,Golang,2020/5/29,https://www.zhipin.com/job_detail/a82004bf9fcfd6fd03F-2926ElE~.html,上海高顿教育科技有限公司,上海市 虹口区 花园坊节能环保产业园A3幢,2014/4/15,高顿集团背景简介;1、高顿财税学院是中国最大的财税学习平台；2、准上市公司，13年历史，全国42家分公司，6000多名员工业务，覆盖100座城市;3、原阿里巴巴CEO卫哲战略投资，并担任总裁顾问；4、先后获得新东方、前程无忧战略投资，2018年11月获得摩根士丹利、高瓴资本领投8个亿的C轮融,,,,,,,,,,,,
